point	6	3	1	3	14672.581023348119	19360.272743832207	298.0	14675	19351
point	5	3	0	3	11018.935561936662	14420.40400776492	298.0	11072	14442
point	4	4	0	3	16202.069164469303	14092.637569064704	672.0	16212	14068
point	3	4	2	3	14768.0	8084.592622768269	198.0	14768	8109
point	2	4	0	3	8355.80688322088	15082.168483225014	298.0	8327	15253
point	1	4	1	3	15259.075887387286	12306.84493224958	448.00000000000006	15205	12345
point	0	4	0	3	9586.73945968649	12651.440879638543	298.0	9599	12644
newpoint	15	1	1	3	20735.0	13294.0	132.0	20595	13103
newpoint	16	1	1	3	14453.0	13292.0	298.0	14313	13234
newpoint	17	1	0	3	9642.0	17856.0	298.0	9482	17829
newpoint	18	1	3	3	11447.0	18987.0	126.125	11421	19033
newpoint	19	1	0	3	8846.0	16911.0	298.0	8867	16838
point	19	2	0	4	9006.012840730584	16714.03852219175	298.0	9027	16777
point	18	2	3	4	11366.487961345887	19081.98183183413	126.125	11352	19095
point	17	2	0	4	9313.502070920844	17717.012073630904	672.0	9311	17716
point	16	2	1	4	14299.76568027783	13114.428314756793	448.0	14620	12817
point	15	2	1	4	20656.964163101984	13187.536822517706	132.0	20595	13103
point	14	3	1	4	9772.501745357415	14625.00232714322	448.00000000000006	9786	14643
point	13	3	0	4	16552.18578900235	21975.713080519337	672.0	16525	21947
point	12	3	0	4	4735.897951615493	10721.786035555944	298.0	4692	10676
point	11	3	1	4	12183.752868144009	25856.27564358826	298.0	11957	25858
point	10	3	1	4	9188.84907409314	10411.640639483381	298.0	9240	10454
point	9	4	1	4	11197.816138190468	18493.7261758531	448.0	11065	18611
point	8	4	1	4	8342.770239132795	9883.154694091392	504.5	8192	9703
point	7	4	0	4	5365.456510630203	19361.075925482248	298.0	5517	19259
point	6	4	1	4	14399.74824063724	19267.251092399292	298.0	14316	19227
point	5	4	0	4	10999.24488166734	13904.123480791288	672.0	10986	13767
point	4	5	0	4	15571.121490639554	14065.205305545764	672.0	15104	14020
point	3	5	2	4	14852.111652171228	8220.694840580447	198.0	14953	8193
point	2	5	0	4	8461.299854437975	15376.729022454372	448.0	8649	15680
point	1	5	1	4	14902.67370400786	12577.794088633396	448.0	14631	12806
point	0	5	0	4	9835.823755271424	12491.30842827501	298.0	9852	12463
newpoint	20	1	0	4	7675.0	22926.0	298.0	7671	22793
newpoint	21	1	1	4	13227.0	30721.0	504.50000000000006	13201	30741
newpoint	22	1	2	4	2735.0	19273.0	252.25	2784	19189
newpoint	23	1	0	4	6776.0	19622.0	298.0	6698	19609
newpoint	24	1	0	4	16461.0	8183.0	298.0	16327	8152
point	24	2	0	5	16171.9836435091	8161.738672705779	298.0	16130	8191
point	23	2	0	5	6534.406344248242	19574.684100334303	298.0	6522	19508
point	22	2	2	5	2862.2806017400635	19055.217337530703	252.25	2963	18881
point	21	2	1	5	12797.250498373653	30747.684575268868	504.5	12369	30213
point	20	2	0	5	7676.650753929204	22628.267333989363	298.0	7680	22572
point	19	3	0	5	9070.204805046733	17004.478944500956	298.0	9081	17074
point	18	3	3	5	11272.461330064025	19166.044248874852	126.125	11249	19187
point	17	3	0	5	8766.749635929085	17353.7724741753	672.0	8652	17274
point	16	3	1	5	14627.742075464475	12809.257924535525	448.0	14631	12806
point	15	3	1	5	20577.530118619456	13082.170526046277	132.0	20465	12948
point	14	4	1	5	9698.279213894448	15053.103999949468	448.0	9644	15180
point	13	4	0	5	15983.337774873035	21627.101524382502	672.0	15926	21601
point	12	4	0	5	4510.98100367552	10530.164367056135	298.0	4458	10500
point	11	4	1	5	11958.611820975848	25786.777660629738	298.0	11973	25151
point	10	4	1	5	9377.694672520567	10638.988605153387	298.0	9485	10803
point	9	5	1	5	10868.109041019829	18757.326447618478	448.0	10742	18745
point	8	5	1	5	8198.410687734182	9531.31212664887	448.0	8305	9441
point	7	5	0	5	5446.194011582405	19169.089674484327	298.0	5373	19100
point	6	5	1	5	14237.073053437167	19037.71502195993	298.0	14203	18956
point	5	5	0	5	10641.756717116614	13375.435669386155	672.0	10544	13292
point	4	6	0	5	14942.67813795617	13897.276620285676	672.0	14452	13524
point	3	6	2	5	15035.72506221579	8149.9018382362765	197.99999999999997	15120	8091
point	2	6	0	5	8679.999367962399	15732.25607742233	298.0	8754	15857
point	1	6	1	5	14563.110799258047	12869.83774430929	448.0	14283	13130
point	0	6	0	5	10124.077643532099	12718.129405886832	672.0	10277	12973
newpoint	25	1	0	5	4111.0	19667.0	298.0	4186	19811
newpoint	26	1	1	5	9599.0	8725.0	298.0	9609	8725
newpoint	27	1	4	5	8695.0	18423.0	63.0625	8704	18357
newpoint	28	1	0	5	8537.0	15974.0	298.0	8598	16032
newpoint	29	1	1	5	19403.0	11157.0	132.0	19206	11497
point	29	2	1	6	19336.823491146708	11271.213264010756	132.0	19206	11497
point	28	2	0	6	8462.221853022518	16197.186317060161	298.0	8381	16296
point	27	2	4	6	8703.520576473495	18360.515772527706	63.0625	8704	18357
point	26	2	1	6	9416.238617184712	8854.844023530937	298.0	9370	8862
point	25	2	0	6	4309.782460881877	19755.539027267212	298.0	4340	19742
point	24	3	0	6	15928.361163768184	8333.350270611867	298.0	15915	8343
point	23	3	0	6	6608.835067461936	19366.901608436325	298.0	6722	19330
point	22	3	2	6	3013.177337876536	18871.8008213893	252.25	3143	18848
point	21	3	1	6	12481.866097209682	30353.9169667706	504.5	12369	30213
point	20	3	0	6	7826.650922418799	22384.107759864986	298.0	8017	22191
point	19	4	0	6	9210.170571955116	17214.59255073444	298.0	9217	17255
disappearpoint	18	3	3	6	11249.0	19187.0	0.0	11249	19187
point	17	4	0	6	8743.256768947951	16480.066110152828	1009.0	8752	16404
point	16	4	1	6	14944.599742868344	12585.51159932909	298.0	14972	12649
point	15	4	1	6	20492.705300038564	12981.033242353671	132.0	20465	12948
point	14	5	1	6	9705.278872218834	15478.880455896639	448.0	9723	15511
point	13	5	0	6	15361.043298583798	21373.61731943352	672.0	15187	21304
point	12	5	0	6	4302.100896773099	10678.551109678672	298.0	3756	11304
point	11	5	1	6	11965.354083340857	25488.853942375885	298.0	11973	25151
point	10	5	1	6	9574.95949616	10754.914233510384	298.0	9876	10594
point	9	6	1	6	10422.487587072877	18711.48520882538	448.0	10282	18693
point	8	6	1	6	8511.355755314298	9217.679354133568	448.0	8951	8848
point	7	6	0	6	5240.394605130012	18954.806244244082	298.0	5169	18858
point	6	6	1	6	13876.720224631656	19094.90196151395	504.5	13853	19105
point	5	6	0	6	10212.129561328835	12864.882602214726	672.0	9989	12493
point	4	7	0	6	14404.35179963774	13495.58593556379	672.0	14016	13264
point	3	7	2	6	15161.414243888506	8160.813569577077	252.25	14982	8264
point	2	7	0	6	8652.218254893907	15971.178239702349	298.0	8598	16032
point	1	7	1	6	14234.662694571021	13174.51032099466	448.0	14220	13188
point	0	7	0	6	10515.355770825026	13260.440650156776	672.0	10544	13292
newpoint	30	1	0	6	13461.0	5489.0	672.0	13394	5841
newpoint	31	1	1	6	9431.0	19501.0	298.0	9399	19501
newpoint	32	1	4	6	10074.0	21316.0	63.06250000000001	9775	21349
newpoint	33	1	0	6	10268.0	17714.0	672.0	10254	17860
newpoint	34	1	3	6	6655.0	19609.0	126.125	6546	19637
point	34	2	3	7	6543.514991498639	19623.643079305184	126.12499999999999	6522	19508
point	33	2	0	7	9731.369819454458	17806.80673000557	672.0	9567	17790
point	32	2	4	7	10011.31811074342	21322.91806804504	63.06250000000001	9775	21349
point	31	2	1	7	9195.302005108226	19568.91104718622	298.0	9196	19712
point	30	2	0	7	13391.478535562721	6154.670175997613	672.0	13389	6463
point	28	3	0	7	8511.595342562096	16404.973597104796	298.0	8532	16422
point	27	3	4	7	8645.3151417348	18347.09918035403	63.06249999999999	8378	18302
point	26	3	1	7	9119.012941159723	8854.13896442249	298.0	8961	8839
point	25	3	0	7	4473.206794420656	19960.03700964699	298.0	4845	19704
point	24	4	0	7	15662.607279582437	8452.379799778131	298.0	15647	8455
point	23	4	0	7	6893.9457208589465	19282.366259349503	298.0	7002	19235
point	22	4	2	7	3261.2714721057396	18826.20094435698	252.24999999999997	3398	18801
point	21	4	1	7	12171.194358744491	29956.483808746685	504.5	11965	29682
point	20	4	0	7	8027.93901467133	22166.48151884012	298.0	8046	22126
point	19	5	0	7	9394.49801087849	17345.581540686464	298.0	9435	17763
point	29	3	1	7	19270.64698229342	11385.42652802151	132.0	19206	11497
point	17	5	0	7	8914.991898618811	15485.923183289957	1009.0	8948	15300
point	16	5	1	7	15097.406508895645	12840.410370104924	298.0	15121	12878
point	15	5	1	7	20408.437209075175	12879.4328757494	132.0	20187	12611
point	14	6	1	7	9763.26563786759	15705.365785586348	448.0	9632	15702
point	13	6	0	7	14736.259251031268	21126.238802654392	672.0	14691	21108
point	12	6	0	7	4106.10382823146	10903.02638476055	298.0	3756	11304
point	11	6	1	7	11972.096345705866	25190.930224122032	298.0	11973	25151
point	10	6	1	7	9837.770315544289	10614.434792969932	298.0	9876	10594
point	9	7	1	7	9980.907029740907	18639.198614477886	448.0	9955	18633
point	8	7	1	7	8854.246224956789	8929.356400090099	448.0	8951	8848
point	7	7	0	7	5085.324006840261	18701.21761281649	298.0	5074	18680
point	6	7	1	7	13446.744070570578	19214.598520314466	504.5	13437	19159
point	5	7	0	7	9886.727984009656	12437.155918876535	298.0	9852	12463
point	4	8	0	7	13812.740438170971	13180.24480366844	672.0	13220	12936
point	3	8	2	7	14941.070512911889	8283.364488514806	252.25000000000003	14889	8308
point	2	8	0	7	8460.511851859183	16199.26668713906	298.0	8381	16296
point	1	8	1	7	13942.718540172074	13514.125691343292	448.0	13876	13594
point	0	8	0	7	9831.33372329972	13912.599341432779	1008.9999999999999	9708	14020
newpoint	35	1	0	7	19108.0	10036.0	132.0	19205	10520
newpoint	36	1	0	7	8963.0	18717.0	298.0	9097	18570
newpoint	37	1	3	7	17521.0	11745.0	126.125	17579	11691
newpoint	38	1	3	7	4575.0	17233.0	126.125	4828	17320
newpoint	39	1	1	7	17836.0	17780.0	132.0	17830	17852
point	39	2	1	8	17808.893184559023	17907.898269464567	132.0	17739	18093
point	38	2	3	8	4694.270192648479	17274.013860713112	126.125	4828	17320
point	37	2	3	8	17618.35783073031	11665.533168350976	126.12499999999999	17647	11647
point	36	2	0	8	9142.291170096436	18481.86583116369	298.0	9171	18426
point	35	2	0	8	19133.938752760958	10165.42635398251	132.0	19205	10520
point	34	3	3	8	6519.725682494913	19499.812456981683	126.12500000000001	6517	19490
point	33	3	0	8	9123.249339704473	17594.929761829564	672.0	9042	17545
point	32	3	4	8	9948.636221486839	21329.83613609008	63.06250000000001	9775	21349
point	31	3	1	8	8934.072258493557	19724.983307794846	504.5	8843	19730
point	30	3	0	8	13430.595148441973	6824.273294999526	672.0	13474	7191
point	28	4	0	8	8366.115473877278	16636.834058421227	298.0	8288	16738
point	27	4	4	8	8583.131419328169	18336.608061543095	63.06249999999999	8378	18302
point	26	4	1	8	8896.810743349988	8715.411729733558	298.0	8894	8710
point	25	4	0	8	4718.6389484805595	19791.019088249537	298.0	4845	19704
point	24	5	0	8	15677.894791811665	8730.702442748734	298.0	15686	8743
point	23	5	0	8	7143.435483970663	19125.531854731536	298.0	7183	19083
point	22	5	2	8	3504.2239347944414	18840.177648954603	252.25000000000003	3661	18898
point	21	5	1	8	11868.282258806845	29553.043011742462	504.5	11449	28994
point	20	5	0	8	8146.977553075985	21894.23976312254	298.0	8273	21671
point	19	6	0	8	9423.277702749509	17642.188569153102	298.0	9435	17763
point	29	4	1	8	19204.49406194123	11499.653319436877	132.0	19185	11534
point	17	6	0	8	9320.849031203601	14573.880218132073	1009.0	9708	14020
point	16	6	1	8	15262.385030996551	13085.76867901806	298.0	15348	13129
point	15	6	1	8	20324.439153750674	12777.607895014306	132.0	20187	12611
point	14	7	1	8	9362.321785458718	15693.47687904973	448.0	9231	15689
point	13	7	0	8	14114.485301539338	20871.369992675653	672.0	14003	20825
point	12	7	0	8	3910.106759689822	11127.501659842426	298.0	3756	11304
point	11	7	1	8	11585.174987469822	25141.694275173966	448.0	11426	25135
point	10	7	1	8	10100.099604095167	10473.058962798847	298.0	10303	10364
point	9	8	1	8	9573.992473840977	18455.74149215805	448.0	9276	18276
point	8	8	1	8	9196.14771069552	8639.872025335873	448.0	9307	8546
point	7	8	0	8	4956.429451549791	18433.156215710977	298.0	4956	18432
point	6	8	1	8	13273.645319838699	18743.313327594256	504.50000000000006	13241	18684
point	5	8	0	8	9651.44926283222	12611.787066921943	298.0	9599	12644
point	4	9	0	8	13231.329169078126	12907.241340032451	672.0	13428	12408
point	3	9	2	8	14700.167788051536	8322.697735472782	252.25	14656	8326
point	2	9	0	8	8271.070033338068	16429.300904456202	298.0	8254	16450
point	1	9	1	8	13654.392138459034	13857.012108959781	448.0	13620	13898
point	0	9	0	8	9223.636566406578	14712.95790499497	1009.0	9160	14804
newpoint	40	1	0	8	17479.0	24565.0	132.0	17500	24547
newpoint	41	1	0	8	8901.0	18889.0	298.0	8875	18890
newpoint	42	1	0	8	12321.0	27037.0	298.0	12298	27041
newpoint	43	1	1	8	11691.0	5865.0	298.0	11637	5945
newpoint	44	1	3	8	17019.0	22022.0	126.125	16993	22010
point	44	2	3	9	16912.42425111156	21959.614458988657	126.12500000000001	16819	21842
point	43	2	1	9	11469.931394888956	5832.383384702926	298.0	11367	5763
point	42	2	0	9	12026.387996264537	27081.769548949425	298.0	11892	27102
point	41	2	0	9	8701.99012641119	18966.376323887078	298.0	8706	18979
point	40	2	0	9	17572.115638577157	24622.40859011036	132.0	17719	24776
point	39	3	1	9	17762.26423945576	18031.38811308969	132.0	17739	18093
point	38	3	3	9	4813.540385296958	17315.027721426228	126.125	4828	17320
point	37	3	3	9	17732.202678103265	11612.507280291806	126.125	17768	11607
point	36	3	0	9	9343.057202504358	18316.447201510564	448.0	9654	18504
point	35	3	0	9	19159.877505521916	10294.85270796502	132.0	19205	10520
point	34	4	3	9	6517.99369921493	19396.52379373426	126.125	6722	19330
point	33	4	0	9	8632.828461677074	17425.52888943697	1008.9999999999999	8548	18096
point	32	4	4	9	9885.95433223026	21336.754204135123	63.06250000000001	9775	21349
point	31	4	1	9	8726.553971820074	19333.454066198094	504.5	8584	18848
point	30	4	0	9	13545.777981224586	7485.080660939567	672.0	13577	7613
point	28	5	0	9	8329.143932377054	16863.189544526576	298.0	8259	16953
point	27	5	4	9	8520.94769692154	18326.116942732162	63.06249999999999	8378	18302
point	26	5	1	9	8658.639537545212	8537.338021395874	298.0	8650	8531
point	25	5	0	9	4966.343282275236	19625.402646708088	298.0	5109	19533
point	24	6	0	9	15428.124231968313	8724.555383402803	298.0	15339	8698
point	23	6	0	9	7387.71378058961	18958.40518284199	298.0	7429	18924
point	22	6	2	9	3675.1131149592334	18814.02696599256	252.25	3681	18779
point	21	6	1	9	11565.582258806846	29149.44301174246	504.5	11449	28994
point	20	6	0	9	8301.800814837306	21640.9191489477	298.0	8318	21624
point	19	7	0	9	9828.621030156623	17816.750616580433	672.0	10056	17840
point	29	5	1	9	19205.193294201246	11624.275903487927	132.0	19219	11686
point	17	7	0	9	9959.29954496831	13801.164989549128	1008.9999999999999	10544	13292
disappearpoint	16	6	1	9	15348.0	13129.0	0.0	15348	13129
point	15	7	1	9	20240.441098426174	12675.782914279212	132.0	20187	12611
point	14	8	1	9	8930.459221291727	15743.986118746578	448.0	8912	15742
point	13	8	0	9	13490.160321728903	20622.815723962187	672.0	13308	20551
point	12	8	0	9	3726.2437251455995	11360.31295026209	298.0	3384	12008
point	11	8	1	9	11170.053175699968	25135.59584242477	298.0	11126	25136
point	10	8	1	9	10362.728954942517	10332.24167761593	298.0	10508	10255
point	9	9	1	9	9190.674904210568	18223.856885906458	448.0	9168	18210
point	8	9	1	9	9545.490479476257	8359.522652533858	448.0	9701	8237
point	7	9	0	9	5028.335996529324	18144.74026268966	298.0	5031	18135
point	6	9	1	9	12870.599352119416	18491.961982317902	504.49999999999994	12734	18479
point	5	9	0	9	9686.406627439288	12844.889400742968	298.0	9607	12897
point	4	10	0	9	13479.27331862004	12282.665221151012	672.0	13536	12144
point	3	10	2	9	14472.06263522757	8420.536194354627	252.25	14408	8466
point	2	10	0	9	8081.060083082233	16658.842184299392	298.0	8006	16747
point	1	10	1	9	13293.656082167034	14118.662148177702	448.0	13194	14198
point	0	10	0	9	8885.33055579977	15652.99523671966	1009.0	8752	16404
newpoint	45	1	1	9	12463.0	11501.0	448.0	12565	11496
newpoint	46	1	1	9	20821.0	9639.0	132.0	20802	9610
newpoint	47	1	1	9	16252.0	20918.0	298.0	16325	20825
newpoint	48	1	0	9	14707.0	9642.0	298.0	14850	9778
newpoint	49	1	2	9	20594.0	16171.0	132.0	20307	16064
point	49	2	2	10	20470.3162219651	16124.887929443435	132.0	20307	16064
point	48	2	0	10	14915.87701893098	9651.05130977653	448.0	15084	9256
point	47	2	1	10	16186.491165322046	20710.40042845098	298.0	15989	20547
point	46	2	1	10	20713.08610957949	9574.806465279577	132.0	20695	9572
point	45	2	1	10	12905.59816380136	11465.59983307285	448.0	13086	11482
point	43	3	1	10	11265.411069010644	5862.103286458848	298.0	11433	6241
point	42	3	0	10	11731.658094928118	27125.79441424338	298.0	11299	27190
point	41	3	0	10	8626.128764067	19152.751618449554	298.0	8618	19155
point	40	3	0	10	17663.347568920875	24717.806362022286	132.0	17719	24776
point	39	4	1	10	17732.018538506905	18158.772716171792	132.0	17720	18272
point	38	4	3	10	4876.881266844752	17220.54300255687	126.12500000000001	4947	17076
point	37	4	3	10	17731.67637080371	11524.757820687648	126.125	17715	11487
point	36	4	0	10	9730.5079005462	18540.7410821832	448.0	9831	18589
point	35	4	0	10	19185.816258282874	10424.279061947529	132.0	19205	10520
point	34	5	3	10	6637.904500219531	19357.42244558059	126.125	6722	19330
point	33	5	0	10	8563.932048124709	18428.80278304946	1009.0	8584	18848
point	32	5	4	10	9823.272442973679	21343.672272180163	63.06250000000001	9775	21349
point	31	5	1	10	8584.409067570921	18849.393040917188	504.5	8584	18848
point	30	5	0	10	13863.816375326696	8069.953183203835	672.0	13982	8255
point	28	6	0	10	8580.429553439684	17215.541696320965	672.0	8652	17274
point	27	6	4	10	8458.763974514908	18315.625823921226	63.06249999999999	8378	18302
point	26	6	1	10	8419.029346598854	8360.16360936681	298.0	8339	8301
point	25	6	0	10	5215.641137547729	19462.14938121829	298.0	5255	19436
point	24	7	0	10	15224.927985044294	8982.258790925951	448.0	15223	8986
point	23	7	0	10	7635.4771630108535	19227.65631314888	448.0	7744	19389
point	22	7	2	10	3745.728800181481	18572.15984904414	252.25	3814	18354
point	21	7	1	10	11262.075981824748	28746.450573780847	504.5	11147	28595
point	20	7	0	10	8467.244496422676	21371.422457492114	672.0	8455	21316
point	19	8	0	10	10497.354190408329	17882.88597401959	672.0	10573	17890
point	29	6	1	10	18958.904660420834	11723.34440709753	504.5	18616	11773
point	17	8	0	10	10767.208509592441	13222.836799844596	1009.0	11396	13028
point	44	3	3	10	16833.97673274411	21860.854636758213	126.12500000000001	16819	21842
point	15	8	1	10	20138.518937197357	12514.037874394711	298.0	20110	12457
point	14	9	1	10	8698.06165575672	15919.751347708809	298.0	8598	16032
point	13	9	0	10	12981.915378087615	20228.532471137634	672.0	12944	20185
point	12	9	0	10	3587.019575168275	11623.7909115095	298.0	3384	12008
point	11	9	1	10	10930.918027692176	25000.27318199574	504.5	11196	24373
point	10	9	1	10	10625.76809648672	10192.190348540416	298.0	10673	10167
point	9	10	1	10	8960.948445368724	18268.021436788076	298.0	8865	18227
point	8	10	1	10	9877.496363687911	8059.911366635284	448.0	9999	7938
point	7	10	0	10	5141.30001831886	17869.199958010704	298.0	5168	17808
point	6	10	1	10	12368.686000039686	18440.98089593173	504.5	12292	18433
disappearpoint	5	9	0	10	9579.0	12916.0	0.0	9579	12916
point	4	11	0	10	13776.159173506101	11680.499195999497	672.0	13789	11651
point	3	11	2	10	14264.71024139419	8564.172283592901	252.25	14065	8701
point	2	11	0	10	8324.552964460323	17006.543261047744	672.0	8652	17274
point	1	11	1	10	12967.285044873628	14230.724679706025	298.0	12692	14109
point	0	11	0	10	8723.880369391773	16648.640786291584	1009.0	8652	17274
newpoint	50	1	3	10	15258.0	23385.0	126.12499999999999	15297	23324
newpoint	51	1	0	10	18994.0	16939.0	132.0	18984	17041
newpoint	52	1	1	10	12850.0	14873.0	298.0	12797	14931
newpoint	53	1	0	10	8581.0	21772.0	298.0	8772	21639
newpoint	54	1	0	10	8562.0	6777.0	447.99999999999994	8613	6813
point	54	2	0	11	8930.005466336066	7032.483329025678	448.0	8941	7040
point	53	2	0	11	8825.554762493128	21601.715038770606	298.0	9088	21419
point	52	2	1	11	12614.263558486895	14810.34122952848	298.0	12528	14743
point	51	2	0	11	18978.89067439658	17070.06531451756	132.0	18878	17644
point	50	2	3	11	15303.722828091772	23270.69926066035	126.125	15321	23144
point	48	3	0	11	15092.346027263507	9239.307945472985	448.00000000000006	15099	9226
point	47	3	1	11	15969.254647893737	20583.700600110555	298.0	15897	20718
point	46	3	1	11	20593.032401817913	9616.978398788058	132.0	20473	9697
point	45	3	1	11	13191.705594074985	11593.16616410651	298.0	13184	11622
point	43	4	1	11	11385.9538614144	6134.6348171108175	298.0	11433	6241
point	42	4	0	11	11436.886147625082	27169.537974720057	298.0	11299	27190
point	41	4	0	11	8576.0	19439.48563923038	298.0	8576	19454
point	40	4	0	11	17757.479897863173	24741.804301291635	132.0	18213	24337
point	39	5	1	11	17723.059966949822	18289.876649022648	132.0	17739	18383
point	38	5	3	11	4931.929957041261	17107.06543943249	126.12500000000001	4947	17076
point	37	5	3	11	17645.544585171036	11438.264015318253	126.125	17584	11395
point	36	5	0	11	10155.042680491757	18676.74327006297	447.99999999999994	10282	18693
point	35	5	0	11	19178.1571279705	10498.525702376399	132.0	19100	10436
point	34	6	3	11	6758.702035398176	19321.50923061684	126.12499999999999	6856	19299
point	33	6	0	11	8750.044043420035	19413.447282997957	1009.0	8843	19730
point	32	6	4	11	9760.553733340903	21350.19145925884	63.0625	9710	21353
point	31	6	1	11	8559.945456079715	18345.527304776275	504.5	8548	18096
point	30	6	0	11	13682.155023643321	8261.37367443442	448.0	13673	8261
point	28	7	0	11	9131.184009549615	17599.805815924345	672.0	9221	17655
point	27	7	4	11	8396.580252108279	18305.134705110293	63.06249999999999	8378	18302
point	26	7	1	11	8306.09401511279	8163.455348454751	298.0	7998	7924
point	25	7	0	11	5462.724653539722	19295.558523522468	298.0	5517	19259
point	24	8	0	11	15029.134968411052	9384.920522657438	448.0	14861	9780
point	23	8	0	11	7930.261003232529	19573.7137008774	672.0	7935	19575
point	22	8	2	11	3819.3727336082625	18330.960989781517	252.25	3873	18101
point	21	8	1	11	10958.510158882242	28343.514123324094	504.5	10938	28315
point	20	8	0	11	8425.789086161303	20704.70593342332	672.0	8471	20473
point	19	9	0	11	11012.273334575624	17813.39866393363	448.0	11047	17737
point	29	7	1	11	18458.534813658636	11765.431590243918	504.5	18442	11763
point	17	9	0	11	11723.064929426642	12901.394220867107	1008.9999999999999	12016	12788
point	44	4	3	11	16892.21281754232	21770.913695830277	126.125	17301	21374
point	15	9	1	11	20010.81965131751	12251.350073732054	298.0	19989	12220
point	14	10	1	11	8504.258596789914	16146.044840771716	298.0	8381	16296
point	13	10	0	11	12606.280648786638	20455.616409196322	672.0	12603	20494
point	12	10	0	11	3447.7954251909505	11887.268872756911	298.0	3384	12008
point	11	10	1	11	11127.301095276885	24535.564734938856	504.5	11196	24373
point	10	10	1	11	10851.66351869905	10488.177220385061	448.0	10930	10629
point	9	11	1	11	8725.256891451494	18220.662696207663	298.0	8704	18357
point	8	11	1	11	10186.219161862127	7932.850948205497	298.0	10196	7699
point	7	11	0	11	4648.026934141558	17803.597306585845	672.0	4634	17805
point	6	11	1	11	12196.98797897968	18111.63036063061	448.0	12118	18114
point	49	3	2	11	20346.6324439302	16078.77585888687	132.0	20307	16064
point	4	12	0	11	14139.383757343752	11119.553916013923	672.0	14229	10990
point	3	12	2	11	14064.598378328325	8711.155290840947	252.25	14051	9055
point	2	12	0	11	8694.72786777007	16902.26755040038	1009.0	8752	16404
point	1	12	1	11	12694.740325920824	14110.2117087405	298.0	12692	14109
point	0	12	0	11	8604.362222031856	17650.521668171292	1008.9999999999999	8548	18096
newpoint	55	1	0	11	12525.0	18867.0	298.0	12608	18730
newpoint	56	1	5	11	13320.0	14972.0	31.53125	13486	14959
newpoint	57	1	0	11	12905.0	30676.0	298.0	12964	30823
newpoint	58	1	0	11	20077.0	12394.0	298.0	20076	12345
newpoint	59	1	0	11	6935.0	17007.0	298.0	7019	16798
point	59	2	0	12	7055.593136453345	16735.121652854814	298.0	7090	16676
point	58	2	0	12	19992.687926619717	12123.376322563416	298.0	19994	12089
point	57	2	0	12	13251.514372257341	30701.668666448495	672.0	13402	30583
point	56	2	5	12	13351.435002450866	14969.538222699632	31.53125	13486	14959
point	55	2	0	12	12710.094462005773	18638.40610309568	298.0	12715	18633
point	54	3	0	12	9122.157880183666	7265.924924132662	298.0	9018	7412
point	53	3	0	12	9070.121397105004	21431.44712859778	298.0	9088	21419
